"ID","a12","l1","l2","a21","meanN1","medN1","meanN2","medN2","MTC","sdN1","sdN2","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2","E1","S1","E2","S2","Rank1","Rank2","CoexistRank","Asy"
1155,0.20,11,13,0.50,8.21,8.20,7.17,7.36,165.27,0.70,0.99,115.00,157.01,112.00,166.78,116.00,0.15,0.84,0.84,3.82,1.18,1.83,1,2,1,1.99
1156,0.20,11,13,0.60,8.42,8.39,6.15,6.36,75.71,0.79,1.14,54.00,73.17,56.00,75.86,54.00,0.05,0.94,0.84,3.82,1.18,1.57,1,2,0,2.25
1157,0.20,11,13,0.70,8.55,8.54,5.32,5.46,43.38,0.89,1.20,32.00,54.15,43.00,43.05,31.00,0.02,0.97,0.84,3.82,1.18,1.37,1,2,0,2.44
1158,0.20,11,13,0.80,8.57,8.56,4.73,4.77,27.61,0.96,1.19,21.00,21.55,14.00,27.69,21.00,0.01,0.98,0.84,3.82,1.18,1.22,1,2,0,2.60
1159,0.20,11,13,0.90,8.60,8.60,4.27,4.23,19.91,1.08,1.19,16.00,12.94,11.00,19.98,16.00,9.5e-03,0.99,0.84,3.82,1.18,1.10,1,2,0,2.72
1160,0.20,11,13,1.00,8.53,8.54,3.92,3.83,15.51,1.10,1.12,12.00,6.84,5.00,15.56,12.00,6.5e-03,0.99,0.84,3.82,1.18,1.00,1,2,0,2.82
1161,0.30,11,13,0.20,6.17,6.32,10.41,10.43,134.42,0.79,0.65,95.00,134.61,95.00,116.47,81.00,0.98,0.01,0.84,2.82,1.18,3.66,2,1,0,-0.84
1162,0.30,11,13,0.30,6.42,6.60,9.64,9.67,155.44,0.87,0.77,110.00,156.59,111.00,134.37,98.50,0.94,0.05,0.84,2.82,1.18,2.75,2,1,1,0.07
1163,0.30,11,13,0.40,6.72,6.85,8.77,8.83,156.40,0.87,0.91,104.00,156.08,104.00,157.70,103.50,0.80,0.19,0.84,2.82,1.18,2.20,2,1,1,0.62
1164,0.30,11,13,0.50,7.10,7.18,7.78,7.92,132.89,0.98,1.12,94.00,133.12,92.00,132.64,94.00,0.51,0.48,0.84,2.82,1.18,1.83,2,1,0,0.99
1165,0.30,11,13,0.60,7.43,7.48,6.75,6.92,85.35,1.08,1.29,60.00,91.27,63.00,83.13,59.00,0.26,0.73,0.84,2.82,1.18,1.57,1,2,0,1.25
1166,0.30,11,13,0.70,7.77,7.81,5.80,5.96,49.24,1.11,1.39,36.00,50.44,33.00,49.08,37.00,0.11,0.88,0.84,2.82,1.18,1.37,1,2,0,1.45
1167,0.30,11,13,0.80,7.95,7.96,5.09,5.11,31.53,1.15,1.39,23.00,30.22,22.00,31.61,23.00,0.05,0.94,0.84,2.82,1.18,1.22,1,2,0,1.60
1168,0.30,11,13,0.90,8.06,8.09,4.56,4.54,22.60,1.14,1.29,17.00,23.13,17.00,22.58,17.00,0.03,0.96,0.84,2.82,1.18,1.10,1,2,0,1.72
1169,0.30,11,13,1.00,8.09,8.12,4.12,4.00,17.27,1.21,1.25,14.00,13.54,9.00,17.34,14.00,0.01,0.98,0.84,2.82,1.18,1.00,1,2,0,1.82
1170,0.40,11,13,0.20,5.07,5.21,10.48,10.50,49.96,0.96,0.86,36.50,49.97,36.00,46.16,41.00,0.99,3.0e-03,0.84,2.24,1.18,3.66,2,1,0,-1.42
1171,0.40,11,13,0.30,5.28,5.44,9.90,9.89,56.36,1.03,0.95,39.00,56.54,39.50,44.43,32.50,0.98,0.01,0.84,2.24,1.18,2.75,2,1,0,-0.50
1172,0.40,11,13,0.40,5.58,5.71,9.19,9.20,65.32,1.08,1.08,46.00,65.96,47.00,54.22,37.00,0.94,0.05,0.84,2.24,1.18,2.20,2,1,0,0.04
1173,0.40,11,13,0.50,5.95,6.07,8.38,8.50,68.51,1.20,1.28,49.50,69.24,50.00,65.25,45.00,0.81,0.18,0.84,2.24,1.18,1.83,2,1,0,0.40
1174,0.40,11,13,0.60,6.38,6.44,7.44,7.59,63.09,1.33,1.49,47.00,63.00,46.00,63.21,49.00,0.59,0.40,0.84,2.24,1.18,1.57,2,1,0,0.66
1175,0.40,11,13,0.70,6.82,6.88,6.45,6.60,49.07,1.39,1.62,35.00,49.55,36.00,48.81,35.00,0.34,0.65,0.84,2.24,1.18,1.37,1,2,0,0.86
1176,0.40,11,13,0.80,7.17,7.25,5.54,5.57,32.69,1.46,1.68,23.00,30.41,22.00,33.27,24.00,0.20,0.79,0.84,2.24,1.18,1.22,1,2,0,1.01
1177,0.40,11,13,0.90,7.36,7.45,5.01,4.91,24.71,1.44,1.61,18.00,23.08,16.00,24.93,19.00,0.12,0.88,0.84,2.24,1.18,1.10,1,2,0,1.14
1178,0.40,11,13,1.00,7.54,7.62,4.46,4.34,19.25,1.40,1.52,15.00,18.65,14.00,19.30,15.00,0.07,0.92,0.84,2.24,1.18,1.00,1,2,0,1.24
1179,0.50,11,13,0.20,4.33,4.41,10.50,10.52,26.77,0.96,0.96,20.00,26.77,20.00,12.00,12.00,0.99,5.0e-04,0.84,1.85,1.18,3.66,2,1,0,-1.80
1180,0.50,11,13,0.30,4.44,4.50,10.00,10.07,29.01,1.02,1.04,21.00,29.02,21.00,25.33,25.50,0.99,3.0e-03,0.84,1.85,1.18,2.75,2,1,0,-0.89
1181,0.50,11,13,0.40,4.68,4.73,9.41,9.44,32.37,1.14,1.13,24.00,32.47,24.00,28.06,27.00,0.97,0.02,0.84,1.85,1.18,2.20,2,1,0,-0.34
1182,0.50,11,13,0.50,4.98,5.04,8.79,8.88,36.05,1.23,1.33,27.00,36.07,27.00,35.76,23.00,0.93,0.06,0.84,1.85,1.18,1.83,2,1,0,0.02
1183,0.50,11,13,0.60,5.35,5.36,8.02,8.15,39.48,1.38,1.54,29.00,40.06,29.00,36.67,28.00,0.82,0.17,0.84,1.85,1.18,1.57,2,1,0,0.28
1184,0.50,11,13,0.70,5.75,5.81,7.20,7.31,36.61,1.55,1.77,27.00,36.65,26.00,36.53,27.00,0.66,0.34,0.84,1.85,1.18,1.37,2,1,0,0.48
1185,0.50,11,13,0.80,6.22,6.35,6.28,6.36,31.11,1.67,1.96,23.00,30.83,22.00,31.32,24.00,0.42,0.57,0.84,1.85,1.18,1.22,2,1,0,0.63
1186,0.50,11,13,0.90,6.59,6.75,5.55,5.45,26.06,1.67,1.89,20.00,26.05,20.00,26.06,20.00,0.28,0.71,0.84,1.85,1.18,1.10,1,2,0,0.75
1187,0.50,11,13,1.00,6.83,7.00,4.94,4.75,20.40,1.67,1.86,15.00,19.65,14.00,20.57,15.00,0.18,0.81,0.84,1.85,1.18,1.00,1,2,0,0.85
1188,0.60,11,13,0.20,3.85,3.82,10.40,10.43,16.76,0.94,1.14,13.00,16.77,13.00,3.00,3.00,0.99,5.0e-04,0.84,1.58,1.18,3.66,2,1,0,-2.08
1189,0.60,11,13,0.30,3.99,4.00,9.92,10.00,17.96,1.03,1.13,14.00,17.97,14.00,12.00,12.50,0.99,2.0e-03,0.84,1.58,1.18,2.75,2,1,0,-1.16
1190,0.60,11,13,0.40,4.16,4.18,9.48,9.50,20.33,1.07,1.19,16.00,20.38,16.00,15.00,14.50,0.99,9.0e-03,0.84,1.58,1.18,2.20,2,1,0,-0.61
1191,0.60,11,13,0.50,4.35,4.34,8.94,9.03,21.81,1.23,1.38,17.00,21.85,17.00,20.55,11.00,0.96,0.03,0.84,1.58,1.18,1.83,2,1,0,-0.24
1192,0.60,11,13,0.60,4.57,4.50,8.37,8.50,24.19,1.39,1.64,18.00,24.45,18.00,21.11,15.00,0.92,0.07,0.84,1.58,1.18,1.57,2,1,0,0.01
1193,0.60,11,13,0.70,4.98,4.89,7.63,7.89,25.32,1.59,1.87,19.00,26.10,20.00,21.99,16.00,0.80,0.19,0.84,1.58,1.18,1.37,2,1,0,0.21
1194,0.60,11,13,0.80,5.36,5.26,6.89,7.14,24.93,1.73,2.02,19.00,25.49,19.00,23.75,17.00,0.67,0.32,0.84,1.58,1.18,1.22,2,1,0,0.36
